Assignment_ID,Assignment_Name,Assignment_Link,Remote_Testing_Support,Adaptive_IRT_Support,Test_Type,Approximate_Completion_Time,Job_Levels
172,Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/essential-focus-8-0/,True,False,P,16,"Mid-Professional, Professional Individual Contributor, Entry-Level, Graduate, Manager,"
173,Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-focus-8-0/,True,False,"A, P",31,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
174,Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/vigilance-focus-8-0/,True,False,"A, P",34,"Entry-Level, Mid-Professional, Professional Individual Contributor, Graduate, Manager,"
175,Marketing (New),https://www.shl.com/solutions/products/product-catalog/view/marketing-new/,True,False,K,9,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
176,Maven (New),https://www.shl.com/solutions/products/product-catalog/view/maven-new/,True,False,K,7,"Mid-Professional, Professional Individual Contributor,"
177,Mechanical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechanical-engineering-new/,True,False,K,7,"Graduate, Mid-Professional, Professional Individual Contributor,"
178,Mechatronics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechatronics-engineering-new/,True,False,K,19,"Graduate, Mid-Professional, Professional Individual Contributor,"
179,Medical Terminology (New),https://www.shl.com/solutions/products/product-catalog/view/medical-terminology-new/,True,False,K,3,"Graduate, Mid-Professional, Professional Individual Contributor,"
180,Metallurgical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/metallurgical-engineering-new/,True,False,K,10,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
181,MFS 360 Enterprise Leadership Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-enterprise-leadership-report/,True,False,D,,
182,MFS 360 UCF Group Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-group-report/,True,False,D,,
183,MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,True,False,D,,
184,MFS 360 UCF Standard Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-standard-report/,True,False,D,,
185,Micro Focus Unified Functional Testing (New),https://www.shl.com/solutions/products/product-catalog/view/micro-focus-unified-functional-testing-new/,True,False,K,12,"Mid-Professional, Professional Individual Contributor,"
186,Microservices (New),https://www.shl.com/solutions/products/product-catalog/view/microservices-new/,True,False,K,7,"Mid-Professional, Professional Individual Contributor,"
187,Microsoft Dynamics Development (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-dynamics-development-new/,True,False,K,9,"Mid-Professional, Professional Individual Contributor,"
188,Microsoft Excel 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/,True,False,"K, S",30,"Entry-Level,"
189,Microsoft Excel 365 (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/,True,False,"K, S",35,"Entry-Level,"
190,Microsoft Outlook 2013 (adaptive),https://www.shl.com/solutions/products/product-catalog/view/microsoft-outlook-2013-adaptive/,True,True,K,25,"Mid-Professional, Professional Individual Contributor,"
191,Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,True,False,"K, S",25,"Entry-Level,"
192,Microsoft SQL Server 2014 Programming,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/,True,True,K,35,"Mid-Professional, Professional Individual Contributor,"
193,Global Skills Development Report,https://www.shl.com/solutions/products/product-catalog/view/global-skills-development-report/,True,False,"A, E, B, C, D, P",,"Director, Entry-Level, Executive, General Population, Graduate, Manager, Mid-Professional, Front Line Manager, Supervisor,"
194,.NET Framework 4.5,https://www.shl.com/solutions/products/product-catalog/view/net-framework-4-5/,True,True,K,30,"Professional Individual Contributor, Mid-Professional,"
195,.NET MVC (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvc-new/,True,False,K,17,"Mid-Professional, Professional Individual Contributor,"
196,.NET MVVM (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvvm-new/,True,False,K,5,"Mid-Professional, Professional Individual Contributor,"
197,.NET WCF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wcf-new/,True,False,K,11,"Mid-Professional, Professional Individual Contributor,"
198,.NET WPF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wpf-new/,True,False,K,9,"Mid-Professional, Professional Individual Contributor,"
199,.NET XAML (New),https://www.shl.com/solutions/products/product-catalog/view/net-xaml-new/,True,False,K,5,"Mid-Professional, Professional Individual Contributor,"
200,Accounts Payable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-new/,True,False,K,9,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
201,Accounts Payable Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-simulation-new/,True,False,S,8,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
202,Accounts Receivable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-new/,True,False,K,13,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
203,Accounts Receivable Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-simulation-new/,True,False,S,8,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
204,ADO.NET (New),https://www.shl.com/solutions/products/product-catalog/view/ado-net-new/,True,False,K,10,"Mid-Professional, Professional Individual Contributor,"
205,MQ Profile,https://www.shl.com/solutions/products/product-catalog/view/mq-profile/,True,False,P,,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
206,MS Access (New),https://www.shl.com/solutions/products/product-catalog/view/ms-access-new/,True,False,K,7,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
207,MS Excel (New),https://www.shl.com/solutions/products/product-catalog/view/ms-excel-new/,True,False,K,6,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
208,MS Office Basic Computer Literacy (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-new/,True,False,K,7,"Graduate, Mid-Professional, Professional Individual Contributor,"
209,MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,True,False,S,5,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
210,MS PowerPoint (New),https://www.shl.com/solutions/products/product-catalog/view/ms-powerpoint-new/,True,False,K,4,"Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor,"
211,MS Word (New),https://www.shl.com/solutions/products/product-catalog/view/ms-word-new/,True,False,K,4,"Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager,"
212,MuleSoft Development (New),https://www.shl.com/solutions/products/product-catalog/view/mulesoft-development-new/,True,False,K,17,"Mid-Professional, Professional Individual Contributor,"
213,Multitasking Ability,https://www.shl.com/solutions/products/product-catalog/view/multitasking-ability/,True,False,"A, K, S",20,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
214,Networking and Implementation (New),https://www.shl.com/solutions/products/product-catalog/view/networking-and-implementation-new/,True,False,K,7,"Mid-Professional, Professional Individual Contributor,"
215,Node.js (New),https://www.shl.com/solutions/products/product-catalog/view/node-js-new/,True,False,K,9,"Mid-Professional, Professional Individual Contributor,"
216,Nursing (New),https://www.shl.com/solutions/products/product-catalog/view/nursing-new/,True,False,K,11,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
217,Occupational Personality Questionnaire OPQ32r,https://www.shl.com/solutions/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,True,False,P,25,"Professional Individual Contributor, Supervisor, Mid-Professional, Front Line Manager, General Population, Graduate, Manager, Director, Executive,"
218,Operations Management (New),https://www.shl.com/solutions/products/product-catalog/view/operations-management-new/,True,False,K,7,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
219,OPQ Candidate Plus Report,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-plus-report/,True,False,P,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
220,OPQ Candidate Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-report-2-0/,True,False,P,,
221,OPQ Emotional Intelligence Report,https://www.shl.com/solutions/products/product-catalog/view/opq-emotional-intelligence-report/,True,False,P,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
222,OPQ Leadership Report,https://www.shl.com/solutions/products/product-catalog/view/opq-leadership-report/,True,False,P,,"Director, Executive, Manager, Mid-Professional, Professional Individual Contributor,"
223,OPQ Manager Plus Report,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report/,True,False,P,,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
224,OPQ Manager Plus Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report-2-0/,True,False,P,,"Supervisor, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Entry-Level,"
225,OPQ Maximising your Learning Report,https://www.shl.com/solutions/products/product-catalog/view/opq-maximising-your-learning-report/,True,False,P,,"Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director,"
226,OPQ MQ Sales Report,https://www.shl.com/solutions/products/product-catalog/view/opq-mq-sales-report/,True,False,P,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
227,OPQ Premium Plus Report,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report/,True,False,P,,"Supervisor, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Executive,"
228,OPQ Premium Plus Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report-2-0/,True,False,P,,"Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor,"
229,OPQ Profile Report,https://www.shl.com/solutions/products/product-catalog/view/opq-profile-report/,True,False,P,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
230,OPQ Team Impact Group Development Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-group-development-report/,True,False,P,,"Executive, Director, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
231,OPQ Team Impact Individual Development Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-individual-development-report/,True,False,P,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
232,OPQ Team Impact Selection Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-selection-report/,True,False,P,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
233,OPQ Team Types & Leadership Styles Profile,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,True,False,P,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
234,OPQ Team Types and Leadership Styles Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,True,False,P,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
235,OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report/,True,False,P,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
236,OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,True,False,P,,"Director, Executive, Front Line Manager, Manager, Graduate, General Population, Professional Individual Contributor, Supervisor, Mid-Professional,"
237,OPQ Universal Competency Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report/,True,False,P,,"Graduate, Director, Executive, Front Line Manager, General Population, Supervisor, Manager, Mid-Professional, Professional Individual Contributor,"
238,OPQ Universal Competency Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report-2-0/,True,False,P,,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Executive, Front Line Manager, General Population,"
239,OPQ User and Managers Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-and-managers-report/,True,False,P,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
240,OPQ User Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-report/,True,False,"P, S",,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
241,Global Skills Development Report,https://www.shl.com/solutions/products/product-catalog/view/global-skills-development-report/,True,False,"A, E, B, C, D, P",,"Director, Entry-Level, Executive, General Population, Graduate, Manager, Mid-Professional, Front Line Manager, Supervisor,"
242,.NET Framework 4.5,https://www.shl.com/solutions/products/product-catalog/view/net-framework-4-5/,True,True,K,30,"Professional Individual Contributor, Mid-Professional,"
243,.NET MVC (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvc-new/,True,False,K,17,"Mid-Professional, Professional Individual Contributor,"
244,.NET MVVM (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvvm-new/,True,False,K,5,"Mid-Professional, Professional Individual Contributor,"
245,.NET WCF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wcf-new/,True,False,K,11,"Mid-Professional, Professional Individual Contributor,"
246,.NET WPF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wpf-new/,True,False,K,9,"Mid-Professional, Professional Individual Contributor,"
247,.NET XAML (New),https://www.shl.com/solutions/products/product-catalog/view/net-xaml-new/,True,False,K,5,"Mid-Professional, Professional Individual Contributor,"
248,Accounts Payable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-new/,True,False,K,9,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
249,Accounts Payable Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-simulation-new/,True,False,S,8,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
250,Accounts Receivable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-new/,True,False,K,13,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
251,Accounts Receivable Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-simulation-new/,True,False,S,8,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,"
252,ADO.NET (New),https://www.shl.com/solutions/products/product-catalog/view/ado-net-new/,True,False,K,10,"Mid-Professional, Professional Individual Contributor,"
253,Pharmaceutical Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-chemistry-new/,True,False,K,17,"Graduate, Mid-Professional, Professional Individual Contributor,"
254,Pharmaceutical Science (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-science-new/,True,False,K,7,"Graduate, Mid-Professional, Professional Individual Contributor,"
255,Pharmaceutics (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutics-new/,True,False,K,12,"Graduate, Mid-Professional, Professional Individual Contributor,"
256,Pharmacology (New),https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/,True,False,K,12,"Graduate, Mid-Professional, Professional Individual Contributor,"
257,PHP (New),https://www.shl.com/solutions/products/product-catalog/view/php-new/,True,False,K,8,"Mid-Professional, Professional Individual Contributor,"
258,PJM Development Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/,True,False,"C, A, P",,"Mid-Professional, Graduate, Manager,"
259,PJM Selection Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/,True,False,"A, C, P",,"Mid-Professional, Manager,"
260,Polymer Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,True,False,K,8,"Professional Individual Contributor, Graduate, Mid-Professional,"
261,Power Electronics and Drives (New),https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,True,False,K,15,"Mid-Professional, Professional Individual Contributor, Graduate,"
262,Power System Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,True,False,K,12,"Graduate, Mid-Professional, Professional Individual Contributor,"
263,Prism (New),https://www.shl.com/solutions/products/product-catalog/view/prism-new/,True,False,K,4,"Mid-Professional, Professional Individual Contributor,"
264,Production and Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,True,False,K,13,"Graduate, Mid-Professional, Professional Individual Contributor,"
265,Production Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,True,False,K,10,"Graduate, Mid-Professional, Professional Individual Contributor,"
266,Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,True,True,K,25,"Mid-Professional, Professional Individual Contributor,"
267,Project Management (2013),https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/,True,True,K,30,"Mid-Professional, Professional Individual Contributor,"
268,Proofreading v1,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/,True,False,K,6,"Entry-Level, Mid-Professional,"
269,Python (New),https://www.shl.com/solutions/products/product-catalog/view/python-new/,True,False,K,11,"Mid-Professional, Professional Individual Contributor,"
270,R Programming (New),https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,True,False,K,13,"Mid-Professional, Professional Individual Contributor,"
271,ReactJS (New),https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/,True,False,K,10,"Mid-Professional, Professional Individual Contributor,"
272,Reading Comprehension - English v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/,True,True,A,35,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
273,Reading Comprehension - Spanish v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/,True,True,A,26,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
274,Reading Comprehension v2,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,True,True,A,35,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
275,RemoteWorkQ,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,True,False,C,10,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager, General Population, Graduate, Director, Entry-Level, Executive,"
276,RemoteWorkQ Manager Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,True,False,C,,"Director, Executive, Front Line Manager, Graduate, General Population, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level,"
277,RemoteWorkQ Participant Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/,True,False,C,,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,"
278,RESTful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/,True,False,K,12,"Mid-Professional, Professional Individual Contributor,"
279,Retail Sales and Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,True,False,"B, K, S, A",30,"Entry-Level,"
280,Reviewing Forms - US (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/,True,False,K,5,"Entry-Level, Mid-Professional,"
281,Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/,True,False,K,11,"Mid-Professional, Professional Individual Contributor,"
282,Ruby on Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/,True,False,K,11,"Mid-Professional, Professional Individual Contributor,"
283,Sales & Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/,True,False,"S, B",20,"Entry-Level,"
284,Sales & Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/,True,False,"B, P, S",35,"Entry-Level,"
285,Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/,True,False,"P, P",,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
286,Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/,True,False,P,,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
287,Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,True,False,P,,"Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
288,Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,True,False,P,,"Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
289,Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,True,False,P,,"Director, Executive, Front Line Manager, Manager, Supervisor,"
290,Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,True,False,P,,"Director, Executive, Front Line Manager, Manager, Supervisor,"
291,Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,True,False,K,15,"Mid-Professional, Professional Individual Contributor,"
292,SAP ABAP (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,True,False,K,12,"Mid-Professional, Professional Individual Contributor,"
293,SAP ABAP (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,True,False,K,9,"Mid-Professional, Professional Individual Contributor,"
294,SAP Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,True,False,K,9,"Mid-Professional, Professional Individual Contributor,"
295,SAP Business Objects WebI (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,True,False,K,10,"Mid-Professional, Professional Individual Contributor,"
296,SAP BW (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,True,False,K,9,"Mid-Professional, Professional Individual Contributor,"
297,SAP HCM (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,True,False,K,,"Mid-Professional, Professional Individual Contributor,"
298,SAP Hybris (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/,True,False,K,20,"Mid-Professional, Professional Individual Contributor,"
299,SAP Materials Management (New),https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,True,False,K,10,"Mid-Professional, Professional Individual Contributor,"
300,SAP SD (Sales and Distribution) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/,True,False,K,8,"Mid-Professional, Professional Individual Contributor,"
301,Search Engine Optimization (New),https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/,True,False,K,12,"Graduate, Mid-Professional, Professional Individual Contributor,"
302,Selenium (New),https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,True,False,K,10,"Mid-Professional, Professional Individual Contributor,"
303,Shell Scripting (New),https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/,True,False,K,10,"Mid-Professional, Professional Individual Contributor,"
304,SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,True,True,"A, S",20,"Professional Individual Contributor, Graduate, Manager, Mid-Professional,"
305,SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,True,True,"A, S",20,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
306,SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,True,True,"A, S",20,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
307,SHL Verify Interactive G+,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/,True,True,A,36,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
308,SHL Verify Interactive Numerical Calculation,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,True,True,A,10,"Entry-Level,"
309,Siebel Development (New),https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/,True,False,K,8,"Mid-Professional, Professional Individual Contributor,"
310,Smart Interview Live,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/,True,False,P,,"Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
311,Smart Interview Live Coding,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/,True,False,K,,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,"
312,Smart Interview On Demand,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-on-demand/,True,False,P,,"Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,"
313,Social Media (New),https://www.shl.com/solutions/products/product-catalog/view/social-media-new/,True,False,K,10,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
314,Software Business Analysis,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/,True,True,K,30,"Mid-Professional, Professional Individual Contributor,"
315,SonarQube (New),https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/,True,False,K,,"Mid-Professional, Professional Individual Contributor,"
316,Spelling (U.S.) (New),https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/,True,False,K,0,"Entry-Level,"
317,Split Screen Typing Test - Form 1,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,True,False,"A, K",6,"Entry-Level,"
318,Spring (New),https://www.shl.com/solutions/products/product-catalog/view/spring-new/,True,False,K,9,"Mid-Professional, Professional Individual Contributor,"
319,SQL (New),https://www.shl.com/solutions/products/product-catalog/view/sql-new/,True,False,K,9,"Mid-Professional, Professional Individual Contributor,"
320,SQL Server (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,True,False,K,11,"Mid-Professional, Professional Individual Contributor,"
321,SQL Server Analysis Services (SSAS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,True,False,K,15,"Mid-Professional, Professional Individual Contributor,"
322,SQL Server Integration Services (SSIS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,True,False,K,10,"Mid-Professional, Professional Individual Contributor,"
323,SQL Server Reporting Services (SSRS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,True,False,K,10,"Mid-Professional, Professional Individual Contributor,"
324,Statistical Analysis System (New),https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/,True,False,K,11,"Mid-Professional, Professional Individual Contributor,"
325,Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/,True,False,K,5,"Mid-Professional, Professional Individual Contributor,"
326,SVAR - Spoken English (AUS),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/,True,False,S,,"Entry-Level,"
